[Sat Aug 27 18:55:45 2022|train.py|INFO] Batch_Size: 32
[Sat Aug 27 18:55:45 2022|train.py|INFO] Angular_Views: [0, 1, 2, 3, 4, 5, 6]
[Sat Aug 27 18:55:45 2022|train.py|INFO] Early_Stopping_Patience: 2000
[Sat Aug 27 18:55:45 2022|train.py|INFO] Train_Patch_Size: 96
[Sat Aug 27 18:55:45 2022|train.py|INFO] Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)
[Sat Aug 27 19:22:49 2022|train.py|INFO] Train | Epoch: 50, Loss: 0.25354, MAE: 0.25354, MSE_x100: 21.16370, Bad_Pixel_Ratio: 62.25998, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:23:27 2022|train.py|INFO] Train | Epoch: 51, Loss: 0.22546, MAE: 0.22546, MSE_x100: 16.11810, Bad_Pixel_Ratio: 62.30420, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:23:59 2022|train.py|INFO] Train | Epoch: 52, Loss: 0.22498, MAE: 0.22498, MSE_x100: 18.23711, Bad_Pixel_Ratio: 58.19000, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:24:30 2022|train.py|INFO] Train | Epoch: 53, Loss: 0.25269, MAE: 0.25269, MSE_x100: 21.74256, Bad_Pixel_Ratio: 66.08933, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:25:02 2022|train.py|INFO] Train | Epoch: 54, Loss: 0.23116, MAE: 0.23116, MSE_x100: 18.77379, Bad_Pixel_Ratio: 61.00013, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:25:34 2022|train.py|INFO] Train | Epoch: 55, Loss: 0.20527, MAE: 0.20527, MSE_x100: 15.13159, Bad_Pixel_Ratio: 57.19894, Learning_Rate: 0.0001, Training_Time: 0.00883 Hours
[Sat Aug 27 19:26:06 2022|train.py|INFO] Train | Epoch: 56, Loss: 0.22407, MAE: 0.22407, MSE_x100: 20.51066, Bad_Pixel_Ratio: 52.98002, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:26:38 2022|train.py|INFO] Train | Epoch: 57, Loss: 0.20568, MAE: 0.20568, MSE_x100: 15.65569, Bad_Pixel_Ratio: 55.49181, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:27:10 2022|train.py|INFO] Train | Epoch: 58, Loss: 0.20639, MAE: 0.20639, MSE_x100: 15.66290, Bad_Pixel_Ratio: 53.83506, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:27:42 2022|train.py|INFO] Train | Epoch: 59, Loss: 0.20366, MAE: 0.20366, MSE_x100: 15.11698, Bad_Pixel_Ratio: 53.78835, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:28:14 2022|train.py|INFO] Train | Epoch: 60, Loss: 0.22907, MAE: 0.22907, MSE_x100: 18.47306, Bad_Pixel_Ratio: 61.24797, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:28:52 2022|train.py|INFO] Train | Epoch: 61, Loss: 0.20805, MAE: 0.20805, MSE_x100: 16.57321, Bad_Pixel_Ratio: 54.52925, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:29:24 2022|train.py|INFO] Train | Epoch: 62, Loss: 0.20368, MAE: 0.20368, MSE_x100: 15.61555, Bad_Pixel_Ratio: 53.71850, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:29:56 2022|train.py|INFO] Train | Epoch: 63, Loss: 0.20292, MAE: 0.20292, MSE_x100: 15.96570, Bad_Pixel_Ratio: 53.23562, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:30:28 2022|train.py|INFO] Train | Epoch: 64, Loss: 0.21238, MAE: 0.21238, MSE_x100: 17.79229, Bad_Pixel_Ratio: 53.35013, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:30:59 2022|train.py|INFO] Train | Epoch: 65, Loss: 0.19824, MAE: 0.19824, MSE_x100: 14.01177, Bad_Pixel_Ratio: 53.78276, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:31:31 2022|train.py|INFO] Train | Epoch: 66, Loss: 0.21981, MAE: 0.21981, MSE_x100: 19.53264, Bad_Pixel_Ratio: 51.73133, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:32:04 2022|train.py|INFO] Train | Epoch: 67, Loss: 0.18150, MAE: 0.18150, MSE_x100: 11.32055, Bad_Pixel_Ratio: 52.61396, Learning_Rate: 0.0001, Training_Time: 0.00888 Hours
[Sat Aug 27 19:32:36 2022|train.py|INFO] Train | Epoch: 68, Loss: 0.21188, MAE: 0.21188, MSE_x100: 17.90994, Bad_Pixel_Ratio: 53.74532, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:33:07 2022|train.py|INFO] Train | Epoch: 69, Loss: 0.20512, MAE: 0.20512, MSE_x100: 15.28297, Bad_Pixel_Ratio: 54.44094, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:33:39 2022|train.py|INFO] Train | Epoch: 70, Loss: 0.21491, MAE: 0.21491, MSE_x100: 17.06813, Bad_Pixel_Ratio: 59.08125, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
